"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"95345","95.345 ms","I2C","Bits","Data/address bit","0",
"95348","95.348 ms","I2C","Address/data","ACK","ACK",
"95350","95.350 ms","I2C","Address/data","Data write","Data write: 00",
"95350","95.350 ms","I2C","Bits","Data/address bit","0",
"95353","95.353 ms","I2C","Bits","Data/address bit","0",
"95356","95.356 ms","I2C","Bits","Data/address bit","0",
"95358","95.358 ms","I2C","Bits","Data/address bit","0",
"95361","95.361 ms","I2C","Bits","Data/address bit","0",
"95364","95.364 ms","I2C","Bits","Data/address bit","0",
"95366","95.366 ms","I2C","Bits","Data/address bit","0",
"95369","95.369 ms","I2C","Bits","Data/address bit","0",
"95372","95.372 ms","I2C","Address/data","ACK","ACK",
"95375","95.375 ms","I2C","Address/data","Data write","Data write: 00",
"95375","95.375 ms","I2C","Bits","Data/address bit","0",
"95377","95.377 ms","I2C","Bits","Data/address bit","0",
"95380","95.380 ms","I2C","Bits","Data/address bit","0",
"95383","95.383 ms","I2C","Bits","Data/address bit","0",
"95385","95.385 ms","I2C","Bits","Data/address bit","0",
"95388","95.388 ms","I2C","Bits","Data/address bit","0",
"95391","95.391 ms","I2C","Bits","Data/address bit","0",
"95393","95.393 ms","I2C","Bits","Data/address bit","0",
"95396","95.396 ms","I2C","Address/data","ACK","ACK",
"95399","95.399 ms","I2C","Address/data","Data write","Data write: 00",
"95399","95.399 ms","I2C","Bits","Data/address bit","0",
"95401","95.401 ms","I2C","Bits","Data/address bit","0",
"95404","95.404 ms","I2C","Bits","Data/address bit","0",
"95407","95.407 ms","I2C","Bits","Data/address bit","0",
"95409","95.409 ms","I2C","Bits","Data/address bit","0",
"95412","95.412 ms","I2C","Bits","Data/address bit","0",
"95415","95.415 ms","I2C","Bits","Data/address bit","0",
"95417","95.417 ms","I2C","Bits","Data/address bit","0",
"95420","95.420 ms","I2C","Address/data","ACK","ACK",
"95423","95.423 ms","I2C","Address/data","Data write","Data write: 00",
"95423","95.423 ms","I2C","Bits","Data/address bit","0",
"95426","95.426 ms","I2C","Bits","Data/address bit","0",
"95428","95.428 ms","I2C","Bits","Data/address bit","0",
"95431","95.431 ms","I2C","Bits","Data/address bit","0",
"95434","95.434 ms","I2C","Bits","Data/address bit","0",
"95436","95.436 ms","I2C","Bits","Data/address bit","0",
"95439","95.439 ms","I2C","Bits","Data/address bit","0",
"95442","95.442 ms","I2C","Bits","Data/address bit","0",
"95444","95.444 ms","I2C","Address/data","ACK","ACK",
"95453","95.453 ms","I2C","Address/data","Data write","Data write: 00",
"95453","95.453 ms","I2C","Bits","Data/address bit","0",
"95456","95.456 ms","I2C","Bits","Data/address bit","0",
"95459","95.459 ms","I2C","Bits","Data/address bit","0",
"95461","95.461 ms","I2C","Bits","Data/address bit","0",
"95464","95.464 ms","I2C","Bits","Data/address bit","0",
"95467","95.467 ms","I2C","Bits","Data/address bit","0",
"95469","95.469 ms","I2C","Bits","Data/address bit","0",
"95472","95.472 ms","I2C","Bits","Data/address bit","0",
"95475","95.475 ms","I2C","Address/data","ACK","ACK",
"95477","95.477 ms","I2C","Address/data","Data write","Data write: 00",
"95477","95.477 ms","I2C","Bits","Data/address bit","0",
"95480","95.480 ms","I2C","Bits","Data/address bit","0",
"95483","95.483 ms","I2C","Bits","Data/address bit","0",
"95485","95.485 ms","I2C","Bits","Data/address bit","0",
"95488","95.488 ms","I2C","Bits","Data/address bit","0",
"95491","95.491 ms","I2C","Bits","Data/address bit","0",
"95493","95.493 ms","I2C","Bits","Data/address bit","0",
"95496","95.496 ms","I2C","Bits","Data/address bit","0",
"95499","95.499 ms","I2C","Address/data","ACK","ACK",
"95501","95.501 ms","I2C","Address/data","Data write","Data write: 00",
"95501","95.501 ms","I2C","Bits","Data/address bit","0",
"95504","95.504 ms","I2C","Bits","Data/address bit","0",
"95507","95.507 ms","I2C","Bits","Data/address bit","0",
"95510","95.510 ms","I2C","Bits","Data/address bit","0",
"95512","95.512 ms","I2C","Bits","Data/address bit","0",
"95515","95.515 ms","I2C","Bits","Data/address bit","0",
"95518","95.518 ms","I2C","Bits","Data/address bit","0",
"95520","95.520 ms","I2C","Bits","Data/address bit","0",
"95523","95.523 ms","I2C","Address/data","ACK","ACK",
"95526","95.526 ms","I2C","Address/data","Data write","Data write: 00",
"95526","95.526 ms","I2C","Bits","Data/address bit","0",
"95528","95.528 ms","I2C","Bits","Data/address bit","0",
"95531","95.531 ms","I2C","Bits","Data/address bit","0",
"95534","95.534 ms","I2C","Bits","Data/address bit","0",
"95536","95.536 ms","I2C","Bits","Data/address bit","0",
"95539","95.539 ms","I2C","Bits","Data/address bit","0",
"95542","95.542 ms","I2C","Bits","Data/address bit","0",
"95544","95.544 ms","I2C","Bits","Data/address bit","0",
"95547","95.547 ms","I2C","Address/data","ACK","ACK",
"95551","95.551 ms","I2C","Address/data","Stop condition","Stop",
"111911","111.911 ms","I2C","Address/data","Start condition","Start",
"111913","111.913 ms","I2C","Bits","Data/address bit","1",
"111913","111.913 ms","I2C","Address/data","Address write","Address write: 70",
"111916","111.916 ms","I2C","Bits","Data/address bit","1",
"111919","111.919 ms","I2C","Bits","Data/address bit","1",
"111921","111.921 ms","I2C","Bits","Data/address bit","0",
"111924","111.924 ms","I2C","Bits","Data/address bit","0",
"111927","111.927 ms","I2C","Bits","Data/address bit","0",
"111929","111.929 ms","I2C","Bits","Data/address bit","0",
"111932","111.932 ms","I2C","Bits","Data/address bit","0",
"111932","111.932 ms","I2C","Address/data","Address write","Write",
"111935","111.935 ms","I2C","Address/data","ACK","ACK",
"111938","111.938 ms","I2C","Address/data","Data write","Data write: 40",
"111938","111.938 ms","I2C","Bits","Data/address bit","0",
"111940","111.940 ms","I2C","Bits","Data/address bit","1",
"111943","111.943 ms","I2C","Bits","Data/address bit","0",
"111946","111.946 ms","I2C","Bits","Data/address bit","0",
"111948","111.948 ms","I2C","Bits","Data/address bit","0",
"111951","111.951 ms","I2C","Bits","Data/address bit","0",
"111954","111.954 ms","I2C","Bits","Data/address bit","0",
"111956","111.956 ms","I2C","Bits","Data/address bit","0",
"111959","111.959 ms","I2C","Address/data","ACK","ACK",
"111963","111.963 ms","I2C","Address/data","Stop condition","Stop",
"111975","111.975 ms","I2C","Address/data","Start condition","Start",
"111977","111.977 ms","I2C","Bits","Data/address bit","1",
"111977","111.977 ms","I2C","Address/data","Address read","Address read: 70",
"111980","111.980 ms","I2C","Bits","Data/address bit","1",
"111983","111.983 ms","I2C","Bits","Data/address bit","1",
"111985","111.985 ms","I2C","Bits","Data/address bit","0",
"111988","111.988 ms","I2C","Bits","Data/address bit","0",
"111991","111.991 ms","I2C","Bits","Data/address bit","0",
"111994","111.994 ms","I2C","Bits","Data/address bit","0",
"111996","111.996 ms","I2C","Bits","Data/address bit","1",
"111996","111.996 ms","I2C","Address/data","Address read","Read",
"111999","111.999 ms","I2C","Address/data","ACK","ACK",
"112002","112.002 ms","I2C","Address/data","Data read","Data read: 00",
"112002","112.002 ms","I2C","Bits","Data/address bit","0",
"112004","112.004 ms","I2C","Bits","Data/address bit","0",
"112007","112.007 ms","I2C","Bits","Data/address bit","0",
"112010","112.010 ms","I2C","Bits","Data/address bit","0",
"112012","112.012 ms","I2C","Bits","Data/address bit","0",
"112015","112.015 ms","I2C","Bits","Data/address bit","0",
"112018","112.018 ms","I2C","Bits","Data/address bit","0",
"112020","112.020 ms","I2C","Bits","Data/address bit","0",
"112024","112.024 ms","I2C","Address/data","ACK","ACK",
"112027","112.027 ms","I2C","Address/data","Data read","Data read: 00",
"112027","112.027 ms","I2C","Bits","Data/address bit","0",
"112029","112.029 ms","I2C","Bits","Data/address bit","0",
"112032","112.032 ms","I2C","Bits","Data/address bit","0",
"112035","112.035 ms","I2C","Bits","Data/address bit","0",
"112037","112.037 ms","I2C","Bits","Data/address bit","0",
"112040","112.040 ms","I2C","Bits","Data/address bit","0",
"112043","112.043 ms","I2C","Bits","Data/address bit","0",
"112045","112.045 ms","I2C","Bits","Data/address bit","0",
"112049","112.049 ms","I2C","Address/data","ACK","ACK",
"112051","112.051 ms","I2C","Address/data","Data read","Data read: 00",
"112051","112.051 ms","I2C","Bits","Data/address bit","0",
"112054","112.054 ms","I2C","Bits","Data/address bit","0",
"112057","112.057 ms","I2C","Bits","Data/address bit","0",
"112059","112.059 ms","I2C","Bits","Data/address bit","0",
"112062","112.062 ms","I2C","Bits","Data/address bit","0",
"112065","112.065 ms","I2C","Bits","Data/address bit","0",
"112067","112.067 ms","I2C","Bits","Data/address bit","0",
"112070","112.070 ms","I2C","Bits","Data/address bit","0",
"112073","112.073 ms","I2C","Address/data","ACK","ACK",
"112076","112.076 ms","I2C","Address/data","Data read","Data read: 00",
"112076","112.076 ms","I2C","Bits","Data/address bit","0",
"112079","112.079 ms","I2C","Bits","Data/address bit","0",
"112081","112.081 ms","I2C","Bits","Data/address bit","0",
"112084","112.084 ms","I2C","Bits","Data/address bit","0",
"112087","112.087 ms","I2C","Bits","Data/address bit","0",
"112089","112.089 ms","I2C","Bits","Data/address bit","0",
"112092","112.092 ms","I2C","Bits","Data/address bit","0",
"112095","112.095 ms","I2C","Bits","Data/address bit","0",
"112099","112.099 ms","I2C","Address/data","ACK","ACK",
"112101","112.101 ms","I2C","Address/data","Data read","Data read: 00",
"112101","112.101 ms","I2C","Bits","Data/address bit","0",
"112104","112.104 ms","I2C","Bits","Data/address bit","0",
"112107","112.107 ms","I2C","Bits","Data/address bit","0",
"112109","112.109 ms","I2C","Bits","Data/address bit","0",
"112112","112.112 ms","I2C","Bits","Data/address bit","0",
"112115","112.115 ms","I2C","Bits","Data/address bit","0",
"112117","112.117 ms","I2C","Bits","Data/address bit","0",
"112120","112.120 ms","I2C","Bits","Data/address bit","0",
"112130","112.130 ms","I2C","Address/data","ACK","ACK",
"112133","112.133 ms","I2C","Address/data","Data read","Data read: 00",
"112133","112.133 ms","I2C","Bits","Data/address bit","0",
"112136","112.136 ms","I2C","Bits","Data/address bit","0",
"112138","112.138 ms","I2C","Bits","Data/address bit","0",
"112141","112.141 ms","I2C","Bits","Data/address bit","0",
"112144","112.144 ms","I2C","Bits","Data/address bit","0",
"112146","112.146 ms","I2C","Bits","Data/address bit","0",
"112149","112.149 ms","I2C","Bits","Data/address bit","0",
"112152","112.152 ms","I2C","Bits","Data/address bit","0",
"112155","112.155 ms","I2C","Address/data","NACK","NACK",
"112159","112.159 ms","I2C","Address/data","Stop condition","Stop",
"128555","128.555 ms","I2C","Address/data","Start condition","Start",
"128558","128.558 ms","I2C","Bits","Data/address bit","1",
"128558","128.558 ms","I2C","Address/data","Address write","Address write: 70",
"128561","128.561 ms","I2C","Bits","Data/address bit","1",
"128563","128.563 ms","I2C","Bits","Data/address bit","1",
"128566","128.566 ms","I2C","Bits","Data/address bit","0",
"128569","128.569 ms","I2C","Bits","Data/address bit","0",
"128572","128.572 ms","I2C","Bits","Data/address bit","0",
"128574","128.574 ms","I2C","Bits","Data/address bit","0",
"128577","128.577 ms","I2C","Bits","Data/address bit","0",
"128577","128.577 ms","I2C","Address/data","Address write","Write",
"128580","128.580 ms","I2C","Address/data","ACK","ACK",
"128582","128.582 ms","I2C","Address/data","Data write","Data write: 40",
"128582","128.582 ms","I2C","Bits","Data/address bit","0",
"128585","128.585 ms","I2C","Bits","Data/address bit","1",
"128588","128.588 ms","I2C","Bits","Data/address bit","0",
"128590","128.590 ms","I2C","Bits","Data/address bit","0",
"128593","128.593 ms","I2C","Bits","Data/address bit","0",
"128596","128.596 ms","I2C","Bits","Data/address bit","0",
"128598","128.598 ms","I2C","Bits","Data/address bit","0",
"128601","128.601 ms","I2C","Bits","Data/address bit","0",
"128604","128.604 ms","I2C","Address/data","ACK","ACK",
"128608","128.608 ms","I2C","Address/data","Stop condition","Stop",
"128620","128.620 ms","I2C","Address/data","Start condition","Start",
"128623","128.623 ms","I2C","Bits","Data/address bit","1",
"128623","128.623 ms","I2C","Address/data","Address read","Address read: 70",
"128625","128.625 ms","I2C","Bits","Data/address bit","1",
"128628","128.628 ms","I2C","Bits","Data/address bit","1",
"128631","128.631 ms","I2C","Bits","Data/address bit","0",
"128633","128.633 ms","I2C","Bits","Data/address bit","0",
"128636","128.636 ms","I2C","Bits","Data/address bit","0",
"128639","128.639 ms","I2C","Bits","Data/address bit","0",
"128641","128.641 ms","I2C","Bits","Data/address bit","1",
"128641","128.641 ms","I2C","Address/data","Address read","Read",
"128644","128.644 ms","I2C","Address/data","ACK","ACK",
"128647","128.647 ms","I2C","Address/data","Data read","Data read: 00",
"128647","128.647 ms","I2C","Bits","Data/address bit","0",
"128649","128.649 ms","I2C","Bits","Data/address bit","0",
"128652","128.652 ms","I2C","Bits","Data/address bit","0",
"128655","128.655 ms","I2C","Bits","Data/address bit","0",
"128657","128.657 ms","I2C","Bits","Data/address bit","0",
"128660","128.660 ms","I2C","Bits","Data/address bit","0",
"128663","128.663 ms","I2C","Bits","Data/address bit","0",
"128666","128.666 ms","I2C","Bits","Data/address bit","0",
"128669","128.669 ms","I2C","Address/data","ACK","ACK",
"128672","128.672 ms","I2C","Address/data","Data read","Data read: 00",
"128672","128.672 ms","I2C","Bits","Data/address bit","0",
"128674","128.674 ms","I2C","Bits","Data/address bit","0",
"128677","128.677 ms","I2C","Bits","Data/address bit","0",
"128680","128.680 ms","I2C","Bits","Data/address bit","0",
"128682","128.682 ms","I2C","Bits","Data/address bit","0",
"128685","128.685 ms","I2C","Bits","Data/address bit","0",
"128688","128.688 ms","I2C","Bits","Data/address bit","0",
"128690","128.690 ms","I2C","Bits","Data/address bit","0",
"128694","128.694 ms","I2C","Address/data","ACK","ACK",
"128696","128.696 ms","I2C","Address/data","Data read","Data read: 00",
"128696","128.696 ms","I2C","Bits","Data/address bit","0",
"128699","128.699 ms","I2C","Bits","Data/address bit","0",
"128702","128.702 ms","I2C","Bits","Data/address bit","0",
"128704","128.704 ms","I2C","Bits","Data/address bit","0",
"128707","128.707 ms","I2C","Bits","Data/address bit","0",
"128710","128.710 ms","I2C","Bits","Data/address bit","0",
"128712","128.712 ms","I2C","Bits","Data/address bit","0",
"128715","128.715 ms","I2C","Bits","Data/address bit","0",
"128718","128.718 ms","I2C","Address/data","ACK","ACK",
"128721","128.721 ms","I2C","Address/data","Data read","Data read: 00",
"128721","128.721 ms","I2C","Bits","Data/address bit","0",
"128724","128.724 ms","I2C","Bits","Data/address bit","0",
"128726","128.726 ms","I2C","Bits","Data/address bit","0",
"128729","128.729 ms","I2C","Bits","Data/address bit","0",
"128732","128.732 ms","I2C","Bits","Data/address bit","0",
"128734","128.734 ms","I2C","Bits","Data/address bit","0",
"128737","128.737 ms","I2C","Bits","Data/address bit","0",
"128740","128.740 ms","I2C","Bits","Data/address bit","0",
"128744","128.744 ms","I2C","Address/data","ACK","ACK",
"128746","128.746 ms","I2C","Address/data","Data read","Data read: 00",
"128746","128.746 ms","I2C","Bits","Data/address bit","0",
"128749","128.749 ms","I2C","Bits","Data/address bit","0",
"128752","128.752 ms","I2C","Bits","Data/address bit","0",
"128754","128.754 ms","I2C","Bits","Data/address bit","0",
"128757","128.757 ms","I2C","Bits","Data/address bit","0",
"128760","128.760 ms","I2C","Bits","Data/address bit","0",
"128762","128.762 ms","I2C","Bits","Data/address bit","0",
"128765","128.765 ms","I2C","Bits","Data/address bit","0",
"128775","128.775 ms","I2C","Address/data","ACK","ACK",
"128778","128.778 ms","I2C","Address/data","Data read","Data read: 00",
"128778","128.778 ms","I2C","Bits","Data/address bit","0",
"128781","128.781 ms","I2C","Bits","Data/address bit","0",
"128783","128.783 ms","I2C","Bits","Data/address bit","0",
"128786","128.786 ms","I2C","Bits","Data/address bit","0",
"128789","128.789 ms","I2C","Bits","Data/address bit","0",
"128791","128.791 ms","I2C","Bits","Data/address bit","0",
"128794","128.794 ms","I2C","Bits","Data/address bit","0",
"128797","128.797 ms","I2C","Bits","Data/address bit","0",
"128800","128.800 ms","I2C","Address/data","NACK","NACK",
"128804","128.804 ms","I2C","Address/data","Stop condition","Stop",
"145196","145.196 ms","I2C","Address/data","Start condition","Start",
"145199","145.199 ms","I2C","Bits","Data/address bit","1",
"145199","145.199 ms","I2C","Address/data","Address write","Address write: 70",
"145201","145.201 ms","I2C","Bits","Data/address bit","1",
"145204","145.204 ms","I2C","Bits","Data/address bit","1",
"145207","145.207 ms","I2C","Bits","Data/address bit","0",
"145209","145.209 ms","I2C","Bits","Data/address bit","0",
"145212","145.212 ms","I2C","Bits","Data/address bit","0",
"145215","145.215 ms","I2C","Bits","Data/address bit","0",
"145217","145.217 ms","I2C","Bits","Data/address bit","0",
"145217","145.217 ms","I2C","Address/data","Address write","Write",
